Character,Line,Season,Episode
AYERSMAN,laugh scornfully make grand year think going risk tanking percentage thousand throw envelope table,02,08
HOUSE,shrug tax free,02,08
AYERSMAN,record hope department take chase dropkick ass back door,02,08
HOUSE,nod great pocket envelope mean bother welshing grand would owed surgery start walk away going tell wife sleeping series nurse currently nurse cutler radiology whats grand divided two,02,08
HOUSE,last christmas party nurse cutler handed one little hotdog thank happens intimate fact practically dancing around zipper open used condom stuck shoe walk pick sweet bowl nonchalantly wife apparently one know,02,08
AYERSMAN,way tell,02,08
HOUSE,course much cowardly ayersman look defeated id send anonymous letter ive uh ive got booked afternoon free eats sweet,02,08
HOUSE,hmm oh record worst transplant surgeon hospital unfortunately one currently cheating wife walk passing figure stacy watching scene,02,08
STACY,bribed blackmailed,02,08
HOUSE,dead day made ayersman surgery,02,08
STACY,leave blackmail story tell committee,02,08
HOUSE,tried leave story told,02,08
STACY,incident parking lot,02,08
AYERSMAN,hey hey nut please please anything,02,08
HOUSE,apparently someone sent anonymous letter wife,02,08
STACY,blackmailed ayersman performed surgery ratted anyway,02,08
HOUSE,seem fair,02,08
STACY,control matter stupid selfdestructive,02,08
HOUSE,make conversation easier discard fiction talking anything mad broke psychiatrist office,02,08
STACY,yeah thrilled,02,08
HOUSE,okay lousy thing id found everything kitten moonbeam markville,02,08
STACY,,02,08
HOUSE,mad letting know liked thing going actually sorry stupid stacy turn leaf house throw head back look fairly heartbroken dejected,02,08
HOUSE,let tell story patient take earpiece ear patient call check file fusan,02,08
CHASE,sam rushed test able get surgery afternoon dr ayersman performed live donor transplant resected right lobe hepatic vein hepatic artery sam liver transplanted kayla operation success kayla sam continued receive routine care chase observing operation observation deck,02,08
CHASE,two month later came exam,02,08
STACY,july th precise exam,02,08
CHASE,honestly wanted,02,08
STACY,honestly lying,02,08
CHASE,let make deal use word honestly quit stopping see house take afterwards stacy narrow eye wanted far away kayla possible house rubbing nose,02,08
CHASE,girl,02,08
KAYLA,theyre great dory first crush cute,02,08
CHASE,oh yeah measure temperature ear,02,08
KAYLA,first sort break cute,02,08
CHASE,hot check pulse throat coughing,02,08
KAYLA,,02,08
CHASE,pain urinating,02,08
KAYLA,high,02,08
CHASE,immunosuppressant block fever one sending nurse draw culture ordering chest xray,02,08
CHASE,making mistake,02,08
STACY,another phrase avoid front committee,02,08
CHASE,spike fever hour later,02,08
FOREMAN,ast alt rejecting liver,02,08
CHASE,infection one culture growing strep,02,08
CAMERON,one probably contaminant,02,08
CHASE,dehydrated hematocrit way strep,02,08
FOREMAN,transaminase,02,08
CHASE,stress strep,02,08
HOUSE,please chase strep get room already,02,08
CHASE,rejecting liver infection shell fine,02,08
CAMERON,worst case could relist,02,08
SAM,point house house,02,08
HOUSE,umm depends going hit go stand next foreman point dr house foreman look house house stop pointing innocent expression face,02,08
SAM,even seen sister cute,02,08
CHASE,sam talking right fever might,02,08
SAM,could hep b hep c right treatable give interferon ok right,02,08
HOUSE,know lot hepatitis,02,08
CAMERON,donated liver,02,08
HOUSE,flushed sick,02,08
SAM,tired,02,08
HOUSE,hiding fact sick would grab sam right arm two tattoo forearm,02,08
SAM,hey wait,02,08
HOUSE,either specifically asked tattoo heart thats left sun long really bad home job common way getting hep c long time,02,08
SAM,looking guilty duckling look shocked going keep giving liver,02,08
FOREMAN,paid lab tech say clean,02,08
SAM,active year going die,02,08
HOUSE,sarcastic paid someone totally unethical get mri sister right,02,08
SAM,got hep,02,08
HOUSE,god serious think got cancer,02,08
STACY,house right sound little impressed,02,08
CHASE,brother undiagnosed hepatoma transplanted liver grew lot faster kayla immunosuppressed,02,08
STACY,could house known,02,08
CHASE,hepatitis cause liver cancer plus hematocrit red blood cell count high usually mean dehydration rare case cancer probably saved sam life,02,08
CHASE,able operate early enough metastasized,02,08
CHASE,kayla already started rejecting liver,02,08
STACY,relist cancer,02,08
CHASE,nothing could,02,08
STACY,good brother lying hep intervening act proximate cause cancer mistake,02,08
CHASE,would died six month ago given liver,02,08
STACY,maybe prove stacys beeper go need come,02,08
CUDDY,served paper actually paper one page read defendant princetonplainsboro hospital dr robert chase blah blah blah medical malpractice negligence blah blah,02,08
HOUSE,surprised theyre suing think people love chase much theyre gonna forgo,02,08
CUDDY,punitive damage amount million dollar pass paper stacy,02,08
STACY,punitives mean theyre alleging gross negligence,02,08
CHASE,obviously mind,02,08
STACY,larry wusekus crazy,02,08
HOUSE,ooh ive sued,02,08
STACY,hiding thing lying day,02,08
HOUSE,lied anything except part admitted lying one sued feel funny walk around stand beside cuddy behind desk,02,08
STACY,sigh told u,02,08
CHASE,sigh checked sam found second liver,02,08
CUDDY,cancer could,02,08
CHASE,black market doctor mexico city going surgery,02,08
CHASE,leaving jfk,02,08
FOREMAN,meet mexican guy back van pig liver hacksaw nut,02,08
CHASE,want rat house hell say chance billion go,02,08
CAMERON,want,02,08
FOREMAN,manipulated morally guilty brother legally guiltier doctor,02,08
CHASE,think want die,02,08
CAMERON,dying either way,02,08
FOREMAN,chase many people know walking around black market organ third world surgeon huh going salvation one thing theyll pin go good guy,02,08
CHASE,need talk,02,08
SAM,time,02,08
CHASE,two minute kayla made mistake blunt odds probably want face,02,08
SAM,dr chase please,02,08
CHASE,stress travel operation even cancer,02,08
SAM,kayla going,02,08
CHASE,dad died lung cancer saw couple month happened never talked,02,08
SAM,sorry father died nothing,02,08
CHASE,paying attention sam never even told sick wish wou stop take deep breath gonna die alone thousand mile child want,02,08
SAM,kayla,02,08
KAYLA,whisper sorry sam,02,08
SAM,kayla give go home klled,02,08
KAYLA,shake head gave month gave dory nicky month found cancer found got save baby brother,02,08
CHASE,week later kayla died home sam furious gotta big lawsuit,02,08
CUDDY,buying,02,08
STACY,course illegal transplant causation,02,08
CHASE,ready kll maybe lying lawyer,02,08
STACY,lying u last thursday saw postop care hate doctor find another doctor find lawyer guy sue cameron foreman even sue house something personal something want u know hearing guy hate meeting hated,02,08
CHASE,hows everything else girl,02,08
SAM,ah know lot cry nightmare chase finish checkup sam sits button shirt ok though,02,08
CHASE,good,02,08
SAM,girl going happy leaving town though love house yard friend,02,08
CHASE,moving,02,08
SAM,ever since operation ive disability mortgage moving state somewhere cheaper anyways thanks shake hand chase start walk,02,08
CHASE,klled sister misdiagnosed ulcer klled,02,08
SAM,shut man liked,02,08
CHASE,hungover came back see id half night drinking headache wanted get hell cared le sister saying stomach pain,02,08
HOUSE,may speak future former employee,02,08
HOUSE,great story,02,08
CHASE,think lying exactly told,02,08
HOUSE,sure lied want sue,02,08
CHASE,klled sister,02,08
HOUSE,ordered black coffee morning got cream everybody screw,02,08
CHASE,put poison coffee,02,08
HOUSE,ive seen hungover day blew sister diagnosis,02,08
CHASE,matter le dead good excuse,02,08
HOUSE,thought screwed drunk would fired,02,08
CHASE,knew,02,08
HOUSE,depressed distracted assumed gotten phone call stepmom,02,08
CHASE,phone robert start get visibly distressed umm die pause thats impossible saw two month ago lung cancer would bother even say goodbye take phone away ear eye start fill tear,02,08
KAYLA,behind dr chase,02,08
HOUSE,good news parent dead reason screw bad,02,08
CHASE,howd know,02,08
HOUSE,interconnected network computer interweb,02,08
CHASE,know look,02,08
HOUSE,sigh visited told two month left screwed math,02,08
CHASE,tell dying,02,08
HOUSE,asked,02,08
CHASE,getting angry hung blindsided,02,08
HOUSE,softly yeah chase fault look got choice either tell truth hospital settle family get money get keep house keep lie family get punitive damage buy jet move park avenue find another career,02,08
CHASE,going say anything,02,08
HOUSE,going keep mouth shut legally better go flame,02,08
STACY,chase telling committee dad,02,08
HOUSE,know thought going get sell,02,08
STACY,,02,08
HOUSE,,02,08
STACY,client,02,08
HOUSE,yeah thats going change unless leave job deal coworker feeling positive negative want end like chase want get emotionally caught kll,02,08
STACY,negative,02,08
STACY,maybe right maybe problem,02,08
HOUSE,,02,08
STACY,shake head know,02,08
DOCTOR,dr house,02,08
HEAD DOC,considering testimonial documentary evidence ad hoc committee matter kayla mcginley reached decision dr chase error resulted patient death also lied superior patient brother taking account mitigating factor father death weve decided revoke privilege receive one week suspension letter permanent file chase look relieved dr house evidence failure supervise would lead disciplinary action yet enough record troubled conduct house start look surprise including certain allegation black mail roll eye member transplant team general refusal meet patient noted patient cancer diagnosed result direct physical examination,02,08
HOUSE,patient met brother never met want go family reunion every time take patient,02,08
HEAD DOC,committee determined le one month dr house practice supervised another doctor designated dr cuddy proceeding adjourned,02,08
HOUSE,cuddy know coming,02,08
CUDDY,contacted hour ago,02,08
CAMERON,whats happening chase,02,08
HOUSE,chase walk fired,02,08
FOREMAN,,02,08
CUDDY,dr house meet new bos,02,08
WILSON,pointing foreman guess best friend,02,08
,snowy offtrack betting parlor,02,09
RACE ANNOUNCER,calamari still lead apple parking making stride fourth third holding second place blue calamari steady speed camera pan see house watching monitor stretch come apple parking come behind apple parking nose house look disappointed last call third race may still wager hurry information race number three,02,09
HOUSE,way cripple coming,02,09
MAN IN LINE IN FRONT OF HOUSE,um sixth race golden take two four hey thats birthday february th think thats good bet whats birthday,02,09
HOUSE,take time worry thirty second post,02,09
MAN,way bet six three also know year four horse woman come talk teller,02,09
ANICA,want exactabox give man fish money anica wink house turn,02,09
HOUSE,ninth gulf street park five hundred horse seminole uprising win,02,09
ANICA,might burn money,02,09
HOUSE,burn winning bigger flame,02,09
RACE ANNOUNCER,lady gentleman theyre post flag,02,09
ANICA,race termigator win house move monitor,02,09
RACE ANNOUNCER,theyre,02,09
TELLER,sorry race closed,02,09
ANICA,damn,02,09
HOUSE,fat saved money,02,09
ANICA,way seminole uprising going,02,09
HOUSE,bet horse bet jock rider bulimic purge weighins leaf two pound pile starting gate shave valuable time final eighth,02,09
ANICA,nice inside information anica collapse house busy watching race,02,09
HOUSE,anybody doctor anica seizing one man straddle prepares start cpr trying cop feel,02,09
MAN,took cpr class,02,09
HOUSE,would useful heart attack instead seizure,02,09
MAN,seizure hold tongue,02,09
HOUSE,want get finger bitten call ambulance,02,09
MAN,methodist three block could drive,02,09
HOUSE,make call house see something interesting pull anicas shirt slightly see discolored stretch marksbruises,02,09
MAN,hell,02,09
HOUSE,know tell paramedic take princetonplainsboro doctor name house,02,09
RACE ANNOUNCER,termigator winning two length,02,09
CAMERON,since house hang otb,02,09
FOREMAN,man addict,02,09
CHASE,right addicted pill gambling,02,09
FOREMAN,thing drug abuse drinking gambling fire pleasure center brain addict addict,02,09
CHASE,gambling take away pain house enters,02,09
HOUSE,win throw chart table hot otb babe grand mal inexplicable bruising,02,09
CAMERON,standing started seize,02,09
HOUSE,spend much time around real people someone get sick,02,09
FOREMAN,platelet anemic blood alcohol level,02,09
CHASE,hot otb babe obviously working girl probably std infection,02,09
HOUSE,fever infection,02,09
FOREMAN,alcohol abuse explains cause seizure affect blood ability clot cause bruising start heparin shell fine morning,02,09
HOUSE,except fact bruise petechial mean dic,02,09
FOREMAN,bruise caused trauma probably got beat boyfriend pimp,02,09
HOUSE,whats called judge someone ever meeting,02,09
FOREMAN,regular otb somehow see holding going pta meeting,02,09
HOUSE,job,02,09
CAMERON,could sle familial telangiectasia even cushing,02,09
HOUSE,good start,02,09
CAMERON,one,02,09
HOUSE,cushing explains seizure bruising,02,09
FOREMAN,anemia,02,09
HOUSE,eat lot meat,02,09
FOREMAN,dic brought alcohol abuse far likely full workup h p lab lp mri start leave,02,09
HOUSE,whoa whoa whoa ever subtly order get medical history,02,09
FOREMAN,cuddy put charge last week yeah,02,09
HOUSE,pretend charge formality get past suit legal,02,09
CUDDY,right licensing board folk love play dressup pretend,02,09
